stock_code,Year,CBR1,CBR2,CBR,Standard_Deviation,SCBR
000004,2010,0.1026,0,0.1026,0.0366,2.8039
000004,2011,0.0871,0,0.0871,0.0366,2.379
000004,2012,0.1001,0,0.1001,0.0366,2.7364
000004,2013,0.1311,0,0.1311,0.0366,3.5823
000004,2014,0.1387,0,0.1387,0.0366,3.7898
000004,2015,0.1501,0,0.1501,0.0366,4.1009
000004,2016,0.158,0,0.158,0.0366,4.317
000004,2017,0.1878,0,0.1878,0.0366,5.1313
000004,2018,0.1927,0,0.1927,0.0366,5.2644
000004,2019,0.1414,0,0.1414,0.0366,3.8635
000004,2020,0.1784,0,0.1784,0.0366,4.8744
000004,2021,0.1622,0,0.1622,0.0366,4.4319
000004,2022,0.1904,0,0.1904,0.0366,5.2019
000004,2023,0.1978,0,0.1978,0.0366,5.4057
000035,2010,0.0469,0,0.0469,0.2014,0.2331
000035,2011,0.0808,0,0.0808,0.2014,0.4013
000035,2012,0.0765,0,0.0765,0.2014,0.3799
000035,2013,0.1063,0,0.1063,0.2014,0.5278
000035,2014,0.1486,0.0033,0.1519,0.2014,0.7541
000035,2015,0.1827,0.0027,0.1854,0.2014,0.9203
000035,2016,0.2179,0.0035,0.2214,0.2014,1.0992
000035,2017,0.5013,0.0052,0.5065,0.2014,2.5147
000035,2018,0.4323,0.0061,0.4384,0.2014,2.1764
000035,2019,0.4046,0.0081,0.4127,0.2014,2.0489
000035,2020,0.4632,0.0086,0.4718,0.2014,2.3422
000035,2021,0.4683,0.0097,0.4779,0.2014,2.3729
000035,2022,0.6357,0.0076,0.6433,0.2014,3.1937
000035,2023,0.4745,0.0095,0.4841,0.2014,2.4034
000039,2010,0.1419,0.002,0.144,0.2399,0.5999
000039,2011,0.1284,0.0026,0.131,0.2399,0.5459
000039,2012,0.1298,0.0023,0.1321,0.2399,0.5507
000039,2013,0.1305,0.0017,0.1322,0.2399,0.551
000039,2014,0.1196,0.0025,0.1221,0.2399,0.5089
000039,2015,0.1218,0.0024,0.1241,0.2399,0.5174
000039,2016,0.1259,0.0025,0.1285,0.2399,0.5354
000039,2017,0.1489,0.0065,0.1554,0.2399,0.6477
000039,2018,0.2203,0.0082,0.2285,0.2399,0.9522
000039,2019,0.4836,0.0051,0.4887,0.2399,2.0367
000039,2020,0.6454,0.0068,0.6522,0.2399,2.7182
000039,2021,0.6673,0.0063,0.6736,0.2399,2.8075
000039,2022,0.7053,0.0053,0.7106,0.2399,2.9616
000039,2023,0.5281,0.0066,0.5347,0.2399,2.2285
000059,2010,0.0896,0,0.0896,0.1074,0.8339
000059,2011,0.1076,0,0.1076,0.1074,1.0014
000059,2012,0.1121,0.0009,0.1129,0.1074,1.0511
000059,2013,0.1545,0,0.1545,0.1074,1.4384
000059,2014,0.1591,0,0.1591,0.1074,1.4813
000059,2015,0.1821,0,0.1821,0.1074,1.6953
000059,2016,0.2216,0,0.2216,0.1074,2.0627
000059,2017,0.2502,0,0.2502,0.1074,2.329
000059,2018,0.2557,0,0.2557,0.1074,2.3807
000059,2019,0.2634,0,0.2634,0.1074,2.4522
000059,2020,0.2675,0,0.2675,0.1074,2.4907
000059,2021,0.2825,0.0027,0.2851,0.1074,2.6545
000059,2022,0.4438,0.0139,0.4578,0.1074,4.2616
000059,2023,0.3927,0.0104,0.4032,0.1074,3.7532
000096,2010,0.1526,0,0.1526,0.0291,5.2441
000096,2011,0.1601,0,0.1601,0.0291,5.501
000096,2012,0.1436,0,0.1436,0.0291,4.9341
000096,2013,0.1143,0,0.1143,0.0291,3.9276
000096,2014,0.1568,0,0.1568,0.0291,5.3867
000096,2015,0.1831,0,0.1831,0.0291,6.2901
000096,2016,0.1987,0,0.1987,0.0291,6.8258
000096,2017,0.1892,0,0.1892,0.0291,6.5004
000096,2018,0.1732,0,0.1732,0.0291,5.9529
000096,2019,0.1521,0,0.1521,0.0291,5.2273
000096,2020,0.1589,0,0.1589,0.0291,5.4602
000096,2021,0.1386,0,0.1386,0.0291,4.764
000096,2022,0.2283,0,0.2283,0.0291,7.8445
000096,2023,0.1933,0,0.1933,0.0291,6.6411
000153,2010,0.0962,0,0.0962,0.0559,1.7223
000153,2011,0.1431,0,0.1431,0.0559,2.5629
000153,2012,0.1269,0,0.1269,0.0559,2.2725
000153,2013,0.112,0,0.112,0.0559,2.0052
000153,2014,0.1335,0,0.1335,0.0559,2.3898
000153,2015,0.1402,0,0.1402,0.0559,2.5097
000153,2016,0.1324,0,0.1324,0.0559,2.3703
000153,2017,0.1977,0,0.1977,0.0559,3.5394
000153,2018,0.2134,0,0.2134,0.0559,3.8205
000153,2019,0.1932,0,0.1932,0.0559,3.4591
000153,2020,0.1977,0,0.1977,0.0559,3.5389
000153,2021,0.2235,0,0.2235,0.0559,4.0021
000153,2022,0.2591,0,0.2591,0.0559,4.6397
000153,2023,0.2752,0,0.2752,0.0559,4.9264
000159,2010,0.1717,0,0.1717,0.0152,11.303
000159,2011,0.1955,0,0.1955,0.0152,12.8704
000159,2012,0.1663,0,0.1663,0.0152,10.9472
000159,2013,0.1785,0,0.1785,0.0152,11.752
000159,2014,0.1646,0,0.1646,0.0152,10.8356
000159,2015,0.179,0,0.179,0.0152,11.7876
000159,2016,0.1996,0,0.1996,0.0152,13.1428
000159,2017,0.1818,0,0.1818,0.0152,11.9725
000159,2018,0.2052,0,0.2052,0.0152,13.5099
000159,2019,0.2031,0,0.2031,0.0152,13.3719
000159,2020,0.1621,0,0.1621,0.0152,10.6741
000159,2021,0.1816,0,0.1816,0.0152,11.9608
000159,2022,0.2023,0,0.2023,0.0152,13.3224
000159,2023,0.1935,0,0.1935,0.0152,12.743
000400,2010,0.1489,0.0017,0.1507,0.0458,3.2897
000400,2011,0.1605,0.0018,0.1623,0.0458,3.5441
000400,2012,0.1633,0,0.1633,0.0458,3.5661
000400,2013,0.1524,0.0019,0.1542,0.0458,3.3676
000400,2014,0.1883,0.0025,0.1907,0.0458,4.1647
000400,2015,0.1759,0.0014,0.1773,0.0458,3.8724
000400,2016,0.243,0.0011,0.2441,0.0458,5.3303
000400,2017,0.2692,0.0013,0.2705,0.0458,5.9069
000400,2018,0.221,0.0021,0.2231,0.0458,4.8704
000400,2019,0.2021,0.0017,0.2038,0.0458,4.4497
000400,2020,0.2237,0.002,0.2257,0.0458,4.9286
000400,2021,0.2598,0.0017,0.2615,0.0458,5.7096
000400,2022,0.2732,0.0059,0.2791,0.0458,6.0933
000400,2023,0.2556,0,0.2556,0.0458,5.5801
000401,2010,0.0754,0.0014,0.0767,0.122,0.6291
000401,2011,0.0728,0.002,0.0748,0.122,0.6137
000401,2012,0.1318,0.0016,0.1335,0.122,1.0946
000401,2013,0.1335,0.0039,0.1373,0.122,1.1261
000401,2014,0.1183,0.003,0.1212,0.122,0.9942
000401,2015,0.1584,0,0.1584,0.122,1.299
000401,2016,0.1579,0.0076,0.1655,0.122,1.3575
000401,2017,0.2091,0.0009,0.2099,0.122,1.7215
000401,2018,0.2245,0.0033,0.2278,0.122,1.868
000401,2019,0.3078,0.0036,0.3114,0.122,2.5534
000401,2020,0.3324,0.0026,0.3351,0.122,2.7477
000401,2021,0.3774,0.0044,0.3818,0.122,3.1303
000401,2022,0.4271,0.0051,0.4323,0.122,3.5444
000401,2023,0.3851,0.0032,0.3883,0.122,3.1842
000407,2010,0.1412,0.0002,0.1413,0.0172,8.2201
000407,2011,0.156,0.0005,0.1565,0.0172,9.1029
000407,2012,0.1672,0.0011,0.1683,0.0172,9.7904
000407,2013,0.1712,0.0013,0.1725,0.0172,10.0342
000407,2014,0.1446,0.0013,0.1459,0.0172,8.4827
000407,2015,0.1381,0.0005,0.1386,0.0172,8.0579
000407,2016,0.1355,0.0002,0.1357,0.0172,7.892
000407,2017,0.1301,0.0004,0.1305,0.0172,7.5871
000407,2018,0.1424,0.001,0.1433,0.0172,8.3363
000407,2019,0.1275,0.0003,0.1279,0.0172,7.4359
000407,2020,0.1373,0.0005,0.1378,0.0172,8.0125
000407,2021,0.1611,0.0006,0.1617,0.0172,9.4052
000407,2022,0.1632,0.0003,0.1635,0.0172,9.5074
000407,2023,0.1826,0.0013,0.1839,0.0172,10.6942
000421,2010,0.1211,0,0.1211,0.0156,7.7564
000421,2011,0.1314,0,0.1314,0.0156,8.4161
000421,2012,0.146,0,0.146,0.0156,9.3482
000421,2013,0.1504,0,0.1504,0.0156,9.6301
000421,2014,0.1765,0,0.1765,0.0156,11.3039
000421,2015,0.1619,0,0.1619,0.0156,10.3692
000421,2016,0.1285,0,0.1285,0.0156,8.227
000421,2017,0.1467,0,0.1467,0.0156,9.3935
000421,2018,0.1424,0,0.1424,0.0156,9.121
000421,2019,0.1433,0,0.1433,0.0156,9.1786
000421,2020,0.1249,0,0.1249,0.0156,7.9969
000421,2021,0.1331,0,0.1331,0.0156,8.5229
000421,2022,0.1223,0,0.1223,0.0156,7.8312
000421,2023,0.1388,0,0.1388,0.0156,8.8877
000488,2010,0.1438,0.005,0.1488,0.0544,2.7361
000488,2011,0.1454,0,0.1454,0.0544,2.6745
000488,2012,0.1633,0,0.1633,0.0544,3.0031
000488,2013,0.1636,0,0.1636,0.0544,3.0093
000488,2014,0.1644,0,0.1644,0.0544,3.0232
000488,2015,0.1797,0,0.1797,0.0544,3.3041
000488,2016,0.2002,0,0.2002,0.0544,3.6821
000488,2017,0.2186,0,0.2186,0.0544,4.0199
000488,2018,0.2415,0,0.2415,0.0544,4.4418
000488,2019,0.2445,0,0.2445,0.0544,4.4973
000488,2020,0.2586,0,0.2586,0.0544,4.7555
000488,2021,0.2427,0,0.2427,0.0544,4.4627
000488,2022,0.3097,0.0058,0.3154,0.0544,5.8016
000488,2023,0.282,0.0078,0.2898,0.0544,5.3306
000513,2010,0.1207,0,0.1207,0.1058,1.1401
000513,2011,0.1314,0,0.1314,0.1058,1.2414
000513,2012,0.1591,0,0.1591,0.1058,1.5028
000513,2013,0.1468,0,0.1468,0.1058,1.3872
000513,2014,0.1295,0,0.1295,0.1058,1.2235
000513,2015,0.2164,0,0.2164,0.1058,2.0445
000513,2016,0.2012,0.0001,0.2013,0.1058,1.9024
000513,2017,0.2966,0.0002,0.2968,0.1058,2.8045
000513,2018,0.3008,0.0002,0.3011,0.1058,2.8447
000513,2019,0.2913,0.0008,0.2921,0.1058,2.76
000513,2020,0.3678,0.0008,0.3686,0.1058,3.4829
000513,2021,0.3457,0.0001,0.3458,0.1058,3.267
000513,2022,0.3521,0.0154,0.3675,0.1058,3.4721
000513,2023,0.4196,0.0156,0.4351,0.1058,4.1114
000518,2010,0.2353,0,0.2353,0.1211,1.942
000518,2011,0.4125,0,0.4125,0.1211,3.4052
000518,2012,0.5349,0,0.5349,0.1211,4.4152
000518,2013,0.4743,0,0.4743,0.1211,3.9152
000518,2014,0.4888,0,0.4888,0.1211,4.0352
000518,2015,0.6472,0,0.6472,0.1211,5.3425
000518,2016,0.5889,0,0.5889,0.1211,4.8612
000518,2017,0.6418,0,0.6418,0.1211,5.2978
000518,2018,0.515,0,0.515,0.1211,4.2512
000518,2019,0.6049,0,0.6049,0.1211,4.993
000518,2020,0.5969,0,0.5969,0.1211,4.9275
000518,2021,0.5617,0,0.5617,0.1211,4.6366
000518,2022,0.6707,0,0.6707,0.1211,5.5362
000518,2023,0.7005,0,0.7005,0.1211,5.7823
000525,2010,0.4948,0,0.4948,0.176,2.8113
000525,2011,0.4171,0,0.4171,0.176,2.3702
000525,2012,0.3647,0,0.3647,0.176,2.0723
000525,2013,0.3986,0,0.3986,0.176,2.2648
000525,2014,0.4252,0,0.4252,0.176,2.416
000525,2015,0.3385,0,0.3385,0.176,1.9235
000525,2016,0.3109,0,0.3109,0.176,1.7667
000525,2017,0.3858,0,0.3858,0.176,2.1921
000525,2018,0.7126,0,0.7126,0.176,4.049
000525,2019,0.8041,0,0.8041,0.176,4.5691
000525,2020,0.5938,0,0.5938,0.176,3.3744
000525,2021,0.7297,0,0.7297,0.176,4.1463
000525,2022,0.7666,0,0.7666,0.176,4.3562
000525,2023,0.6685,0,0.6685,0.176,3.7986
000544,2010,0.1672,0,0.1672,0.104,1.6074
000544,2011,0.1319,0,0.1319,0.104,1.2682
000544,2012,0.1954,0,0.1954,0.104,1.878
000544,2013,0.1944,0,0.1944,0.104,1.8689
000544,2014,0.2438,0,0.2438,0.104,2.3433
000544,2015,0.2266,0,0.2266,0.104,2.1786
000544,2016,0.3319,0,0.3319,0.104,3.1908
000544,2017,0.3424,0,0.3424,0.104,3.2911
000544,2018,0.377,0.002,0.379,0.104,3.643
000544,2019,0.352,0.0036,0.3556,0.104,3.4188
000544,2020,0.3857,0.0011,0.3868,0.104,3.7186
000544,2021,0.3974,0.0036,0.4009,0.104,3.8543
000544,2022,0.4426,0.0031,0.4457,0.104,4.2842
000544,2023,0.4111,0.0033,0.4143,0.104,3.9832
000545,2010,0.0747,0,0.0747,0.0949,0.7874
000545,2011,0.0934,0,0.0934,0.0949,0.984
000545,2012,0.1309,0,0.1309,0.0949,1.379
000545,2013,0.1581,0,0.1581,0.0949,1.6652
000545,2014,0.1594,0,0.1594,0.0949,1.6794
000545,2015,0.1783,0,0.1783,0.0949,1.8784
000545,2016,0.2019,0,0.2019,0.0949,2.1273
000545,2017,0.2762,0,0.2762,0.0949,2.9095
000545,2018,0.2889,0,0.2889,0.0949,3.0431
000545,2019,0.2928,0,0.2928,0.0949,3.0842
000545,2020,0.3214,0.0029,0.3243,0.0949,3.4165
000545,2021,0.3267,0.0042,0.3309,0.0949,3.4856
000545,2022,0.3684,0.0024,0.3708,0.0949,3.9065
000545,2023,0.2799,0.0024,0.2823,0.0949,2.9738
000546,2010,0.0471,0,0.0471,0.1868,0.2519
000546,2011,0.0489,0,0.0489,0.1868,0.2615
000546,2012,0.0603,0,0.0603,0.1868,0.3228
000546,2013,0.1201,0,0.1201,0.1868,0.6429
000546,2014,0.0978,0,0.0978,0.1868,0.5233
000546,2015,0.1333,0,0.1333,0.1868,0.7132
000546,2016,0.1607,0,0.1607,0.1868,0.8599
000546,2017,0.171,0,0.171,0.1868,0.9153
000546,2018,0.3585,0,0.3585,0.1868,1.9187
000546,2019,0.4201,0,0.4201,0.1868,2.2485
000546,2020,0.4188,0,0.4188,0.1868,2.2413
000546,2021,0.4803,0,0.4803,0.1868,2.5705
000546,2022,0.5889,0.0105,0.5994,0.1868,3.2078
000546,2023,0.3822,0.023,0.4052,0.1868,2.1685
000553,2010,0.2593,0,0.2593,0.1264,2.0509
000553,2011,0.2185,0,0.2185,0.1264,1.7282
000553,2012,0.2729,0,0.2729,0.1264,2.1589
000553,2013,0.2802,0,0.2802,0.1264,2.216
000553,2014,0.3266,0,0.3266,0.1264,2.5833
000553,2015,0.3381,0,0.3381,0.1264,2.6742
000553,2016,0.3285,0,0.3285,0.1264,2.5982
000553,2017,0.4041,0,0.4041,0.1264,3.1964
000553,2018,0.4343,0,0.4343,0.1264,3.4351
000553,2019,0.4172,0,0.4172,0.1264,3.3002
000553,2020,0.494,0,0.494,0.1264,3.9073
000553,2021,0.548,0.0079,0.5559,0.1264,4.3973
000553,2022,0.5959,0.007,0.6029,0.1264,4.7689
000553,2023,0.5867,0,0.5867,0.1264,4.6407
000554,2010,0.0655,0,0.0655,0.041,1.6003
000554,2011,0.0771,0,0.0771,0.041,1.8813
000554,2012,0.088,0,0.088,0.041,2.1484
000554,2013,0.0816,0,0.0816,0.041,1.993
000554,2014,0.115,0,0.115,0.041,2.8069
000554,2015,0.1381,0,0.1381,0.041,3.3717
000554,2016,0.1282,0,0.1282,0.041,3.1295
000554,2017,0.1205,0,0.1205,0.041,2.9406
000554,2018,0.1577,0,0.1577,0.041,3.8507
000554,2019,0.1687,0,0.1687,0.041,4.1187
000554,2020,0.1582,0,0.1582,0.041,3.8633
000554,2021,0.1774,0,0.1774,0.041,4.3313
000554,2022,0.1467,0,0.1467,0.041,3.5815
000554,2023,0.1928,0.0063,0.1991,0.041,4.8606
000566,2010,0.1658,0,0.1658,0.0929,1.7848
000566,2011,0.1198,0,0.1198,0.0929,1.29
000566,2012,0.1196,0,0.1196,0.0929,1.2873
000566,2013,0.1013,0,0.1013,0.0929,1.0903
000566,2014,0.0987,0,0.0987,0.0929,1.0631
000566,2015,0.1139,0,0.1139,0.0929,1.2259
000566,2016,0.127,0,0.127,0.0929,1.3676
000566,2017,0.1852,0,0.1852,0.0929,1.9941
000566,2018,0.2109,0,0.2109,0.0929,2.2714
000566,2019,0.2281,0,0.2281,0.0929,2.4561
000566,2020,0.2535,0,0.2535,0.0929,2.7293
000566,2021,0.25,0.0044,0.2544,0.0929,2.7391
000566,2022,0.361,0.0025,0.3635,0.0929,3.9141
000566,2023,0.3749,0.0042,0.3791,0.0929,4.0817
000576,2010,0.2144,0,0.2144,0.0595,3.605
000576,2011,0.1924,0,0.1924,0.0595,3.2346
000576,2012,0.1799,0,0.1799,0.0595,3.0239
000576,2013,0.2049,0,0.2049,0.0595,3.4448
000576,2014,0.2322,0,0.2322,0.0595,3.9034
000576,2015,0.1784,0,0.1784,0.0595,3.0001
000576,2016,0.2827,0,0.2827,0.0595,4.7525
000576,2017,0.3102,0,0.3102,0.0595,5.2158
000576,2018,0.3029,0,0.3029,0.0595,5.092
000576,2019,0.2237,0,0.2237,0.0595,3.7617
000576,2020,0.1315,0,0.1315,0.0595,2.2102
000576,2021,0.148,0,0.148,0.0595,2.4881
000576,2022,0.1447,0,0.1447,0.0595,2.4323
000576,2023,0.139,0,0.1391,0.0595,2.3379
000591,2010,0.0337,0,0.0337,0.4097,0.0824
000591,2011,0.0449,0,0.0449,0.4097,0.1096
000591,2012,0.0496,0,0.0496,0.4097,0.1211
000591,2013,0.0825,0,0.0825,0.4097,0.2015
000591,2014,0.0851,0,0.0851,0.4097,0.2076
000591,2015,0.859,0,0.859,0.4097,2.0967
000591,2016,0.834,0,0.834,0.4097,2.0357
000591,2017,0.8525,0,0.8525,0.4097,2.0807
000591,2018,0.9213,0,0.9213,0.4097,2.2488
000591,2019,0.9553,0,0.9553,0.4097,2.3317
000591,2020,0.8508,0,0.8508,0.4097,2.0766
000591,2021,0.8753,0,0.8753,0.4097,2.1365
000591,2022,0.8771,0,0.8771,0.4097,2.1409
000591,2023,0.8959,0.0027,0.8986,0.4097,2.1934
000593,2010,0.1571,0,0.1571,0.0293,5.3617
000593,2011,0.1282,0,0.1282,0.0293,4.3734
000593,2012,0.0668,0,0.0668,0.0293,2.2804
000593,2013,0.0856,0,0.0856,0.0293,2.9203
000593,2014,0.1058,0,0.1058,0.0293,3.609
000593,2015,0.1246,0,0.1246,0.0293,4.2503
000593,2016,0.0949,0,0.0949,0.0293,3.2375
000593,2017,0.102,0,0.102,0.0293,3.4818
000593,2018,0.1342,0,0.1342,0.0293,4.5795
000593,2019,0.1086,0,0.1086,0.0293,3.706
000593,2020,0.115,0,0.115,0.0293,3.9241
000593,2021,0.1571,0,0.1571,0.0293,5.362
000593,2022,0.1655,0,0.1655,0.0293,5.6481
000593,2023,0.1471,0,0.1471,0.0293,5.0193
000597,2010,0.0961,0.0015,0.0976,0.0996,0.98
000597,2011,0.0735,0,0.0735,0.0996,0.7381
000597,2012,0.0955,0,0.0955,0.0996,0.9596
000597,2013,0.1234,0,0.1234,0.0996,1.2388
000597,2014,0.1265,0,0.1265,0.0996,1.2705
000597,2015,0.1506,0,0.1506,0.0996,1.5129
000597,2016,0.1899,0,0.1899,0.0996,1.9073
000597,2017,0.2675,0,0.2675,0.0996,2.6868
000597,2018,0.3321,0,0.3321,0.0996,3.3351
000597,2019,0.2876,0,0.2876,0.0996,2.8888
000597,2020,0.3021,0,0.3021,0.0996,3.0337
000597,2021,0.2934,0,0.2934,0.0996,2.947
000597,2022,0.3547,0,0.3547,0.0996,3.5619
000597,2023,0.2849,0,0.2849,0.0996,2.8616
000598,2010,0.2421,0.0018,0.2439,0.3361,0.7259
000598,2011,0.1976,0.0009,0.1984,0.3361,0.5905
000598,2012,0.2145,0.0012,0.2157,0.3361,0.6419
000598,2013,0.232,0.0013,0.2333,0.3361,0.6942
000598,2014,0.3522,0.001,0.3532,0.3361,1.051
000598,2015,0.6786,0.0022,0.6808,0.3361,2.026
000598,2016,0.5997,0.0015,0.6012,0.3361,1.7889
000598,2017,0.7521,0.0024,0.7545,0.3361,2.245
000598,2018,0.813,0.0048,0.8178,0.3361,2.4336
000598,2019,0.8539,0.0025,0.8564,0.3361,2.5484
000598,2020,0.8365,0.0073,0.8438,0.3361,2.5109
000598,2021,1.0222,0.0045,1.0267,0.3361,3.0551
000598,2022,1.096,0.0062,1.1022,0.3361,3.2799
000598,2023,1.0642,0.0109,1.075,0.3361,3.199
000633,2010,0.087,0,0.087,0.0318,2.7317
000633,2011,0.1017,0,0.1017,0.0318,3.1934
000633,2012,0.0917,0,0.0917,0.0318,2.8791
000633,2013,0.1083,0,0.1083,0.0318,3.4013
000633,2014,0.1197,0,0.1197,0.0318,3.7598
000633,2015,0.1937,0,0.1937,0.0318,6.082
000633,2016,0.1538,0,0.1538,0.0318,4.8306
000633,2017,0.1808,0,0.1808,0.0318,5.6782
000633,2018,0.1554,0,0.1554,0.0318,4.8811
000633,2019,0.1373,0,0.1373,0.0318,4.3107
000633,2020,0.1272,0,0.1272,0.0318,3.9958
000633,2021,0.1458,0,0.1458,0.0318,4.5795
000633,2022,0.129,0,0.129,0.0318,4.05
000633,2023,0.1553,0,0.1553,0.0318,4.878
000637,2010,0.0695,0,0.0695,0.0745,0.9337
000637,2011,0.0616,0,0.0616,0.0745,0.8267
000637,2012,0.0841,0,0.0841,0.0745,1.1289
000637,2013,0.0799,0,0.0799,0.0745,1.0736
000637,2014,0.1014,0,0.1014,0.0745,1.3611
000637,2015,0.1479,0,0.1479,0.0745,1.9857
000637,2016,0.1069,0,0.1069,0.0745,1.4359
000637,2017,0.126,0,0.126,0.0745,1.6917
000637,2018,0.1775,0,0.1775,0.0745,2.3835
000637,2019,0.1372,0,0.1372,0.0745,1.8426
000637,2020,0.1627,0,0.1627,0.0745,2.1844
000637,2021,0.1948,0,0.1948,0.0745,2.6158
000637,2022,0.308,0,0.308,0.0745,4.1361
000637,2023,0.2765,0,0.2765,0.0745,3.7127
000639,2010,0.0585,0,0.0585,0.0369,1.5824
000639,2011,0.0294,0,0.0294,0.0369,0.7968
000639,2012,0.0911,0,0.0911,0.0369,2.4669
000639,2013,0.0798,0,0.0798,0.0369,2.159
000639,2014,0.1157,0,0.1157,0.0369,3.1307
000639,2015,0.1239,0,0.1239,0.0369,3.3533
000639,2016,0.1211,0,0.1211,0.0369,3.278
000639,2017,0.0919,0,0.0919,0.0369,2.4879
000639,2018,0.0935,0,0.0935,0.0369,2.5306
000639,2019,0.1045,0,0.1045,0.0369,2.8272
000639,2020,0.1265,0,0.1265,0.0369,3.4239
000639,2021,0.1564,0,0.1564,0.0369,4.2333
000639,2022,0.1524,0,0.1524,0.0369,4.1247
000639,2023,0.1572,0,0.1572,0.0369,4.2559
000655,2010,0.1041,0.0007,0.1049,0.0588,1.7829
000655,2011,0.0982,0.0054,0.1036,0.0588,1.7614
000655,2012,0.0986,0.003,0.1016,0.0588,1.7276
000655,2013,0.1175,0.0027,0.1203,0.0588,2.0444
000655,2014,0.0977,0.009,0.1067,0.0588,1.8139
000655,2015,0.1227,0.0033,0.1261,0.0588,2.1431
000655,2016,0.1317,0.0078,0.1394,0.0588,2.3706
000655,2017,0.1628,0.0036,0.1664,0.0588,2.8288
000655,2018,0.1948,0.0046,0.1994,0.0588,3.3893
000655,2019,0.1963,0.0038,0.2002,0.0588,3.4035
000655,2020,0.1899,0.0046,0.1945,0.0588,3.3073
000655,2021,0.2251,0.0031,0.2281,0.0588,3.8783
000655,2022,0.2567,0.0021,0.2588,0.0588,4.4003
000655,2023,0.2565,0.0081,0.2646,0.0588,4.4987
000661,2010,0.1652,0,0.1652,0.0705,2.3427
000661,2011,0.1204,0,0.1204,0.0705,1.7085
000661,2012,0.1468,0,0.1468,0.0705,2.083
000661,2013,0.2082,0,0.2082,0.0705,2.9536
000661,2014,0.2283,0,0.2283,0.0705,3.2377
000661,2015,0.1734,0,0.1734,0.0705,2.4597
000661,2016,0.2107,0,0.2107,0.0705,2.9883
000661,2017,0.1668,0,0.1668,0.0705,2.3654
000661,2018,0.1891,0,0.1891,0.0705,2.6828
000661,2019,0.1614,0.0029,0.1643,0.0705,2.3313
000661,2020,0.1792,0.0027,0.1818,0.0705,2.5789
000661,2021,0.2969,0.0064,0.3033,0.0705,4.3027
000661,2022,0.3197,0.0091,0.3288,0.0705,4.6637
000661,2023,0.3382,0.0164,0.3546,0.0705,5.03
000669,2010,0.0544,0,0.0544,0.0499,1.09
000669,2011,0.0635,0,0.0635,0.0499,1.2728
000669,2012,0.0722,0,0.0722,0.0499,1.4475
000669,2013,0.1048,0,0.1048,0.0499,2.1006
000669,2014,0.121,0,0.121,0.0499,2.4254
000669,2015,0.1413,0,0.1413,0.0499,2.8315
000669,2016,0.1464,0,0.1464,0.0499,2.9331
000669,2017,0.1315,0,0.1315,0.0499,2.6357
000669,2018,0.1578,0,0.1578,0.0499,3.1616
000669,2019,0.1781,0,0.1781,0.0499,3.5689
000669,2020,0.1871,0,0.1871,0.0499,3.7488
000669,2021,0.1861,0,0.1861,0.0499,3.7285
000669,2022,0.202,0,0.202,0.0499,4.0475
000669,2023,0.1945,0,0.1945,0.0499,3.898
000682,2010,0.1879,0,0.1879,0.0247,7.6112
000682,2011,0.2212,0,0.2212,0.0247,8.9585
000682,2012,0.2619,0,0.2619,0.0247,10.6085
000682,2013,0.2475,0,0.2475,0.0247,10.0221
000682,2014,0.2549,0,0.2549,0.0247,10.3218
000682,2015,0.2531,0,0.2531,0.0247,10.2495
000682,2016,0.2468,0,0.2468,0.0247,9.9969
000682,2017,0.2744,0,0.2744,0.0247,11.1115
000682,2018,0.2586,0,0.2586,0.0247,10.4735
000682,2019,0.2869,0,0.2869,0.0247,11.6201
000682,2020,0.24,0,0.24,0.0247,9.7208
000682,2021,0.2796,0,0.2796,0.0247,11.3255
000682,2022,0.2524,0.0035,0.2559,0.0247,10.3646
000682,2023,0.2546,0.003,0.2576,0.0247,10.4325
000685,2010,0.0537,0,0.0537,0.1698,0.3161
000685,2011,0.0822,0,0.0822,0.1698,0.484
000685,2012,0.0732,0,0.0732,0.1698,0.4311
000685,2013,0.1038,0,0.1038,0.1698,0.6113
000685,2014,0.1033,0,0.1033,0.1698,0.6082
000685,2015,0.1188,0,0.1188,0.1698,0.6998
000685,2016,0.148,0,0.148,0.1698,0.8717
000685,2017,0.2194,0,0.2194,0.1698,1.2918
000685,2018,0.2828,0,0.2828,0.1698,1.6652
000685,2019,0.3143,0,0.3143,0.1698,1.8511
000685,2020,0.3411,0,0.3411,0.1698,2.0088
000685,2021,0.3739,0.0014,0.3753,0.1698,2.2102
000685,2022,0.5295,0.0029,0.5324,0.1698,3.1348
000685,2023,0.5614,0.0033,0.5647,0.1698,3.3255
000692,2010,0.0767,0,0.0767,0.0724,1.0589
000692,2011,0.0718,0,0.0718,0.0724,0.9914
000692,2012,0.0835,0,0.0835,0.0724,1.1526
000692,2013,0.0907,0,0.0907,0.0724,1.2524
000692,2014,0.1124,0,0.1124,0.0724,1.5517
000692,2015,0.1548,0,0.1548,0.0724,2.1381
000692,2016,0.2081,0,0.2081,0.0724,2.8742
000692,2017,0.2441,0,0.2441,0.0724,3.3716
000692,2018,0.2739,0,0.2739,0.0724,3.7833
000692,2019,0.2215,0,0.2215,0.0724,3.0597
000692,2020,0.2346,0,0.2346,0.0724,3.2404
000692,2021,0.2134,0,0.2134,0.0724,2.9468
000692,2022,0.2266,0,0.2266,0.0724,3.1296
000692,2023,0.225,0,0.225,0.0724,3.1079
